bc_num,coll_code,HW,HL,SL,EL,FL,ML,PL,PPL,GL,CI,EI,SI,FLI,WL,TL,caste,species,country,comment
Weber4_TYPE,WEBER_TYPE,1.436,1.155,1.183,0.264,0.901,2.056,0.479,0.31,1.267,124.329,22.8571,82.3816,62.7437,0.789,5.267,worker,zeteki,Panama,[Type] [Barro Colo. I C.Z. 3441 NAWeber] [Trachymyrmex zeteki Weber] [ANTWEB CASENT 0912534]
WEBER1_PARA,WEBER_1,1.55,1.216,1.231,0.274,0.912,2.127,0.456,0.319,1.368,127.4671,22.5329,79.4194,58.8387,0.775,5.486,worker,zeteki,Panama,[Barro Colo. I. Canal Zone No856 NAWeber 1938 waling at 9pm. Snyder-Molino 0-4.] [762 17USNM]?
WEBER2_PARA,WEBER_2,1.55,1.216,1.276,0.274,0.912,2.188,0.425,0.304,1.246,127.4671,22.5329,82.3226,58.8387,0.729,5.379,worker,zeteki,Panama,TOP of 2 specimen on pin[Barro Colo. I. Canal Zone No. 759 NA Weber 1938] [T. balboai Weber Cotypes]
WEBER2.1_PARA,WEBER_2.1,1.52,1.246,1.246,0.274,0.912,2.127,0.456,0.304,1.307,121.9904,21.9904,81.9737,60,0.76,5.44,worker,zeteki,Panama,BOTTOM of 2 specimen on pin[Barro Colo. I. Canal Zone No. 759 NA Weber 1938] [T. balboai Weber Cotypes]
Weber3_PARA,WEBER_3,1.459,1.185,1.155,0.213,0.881,1.915,0.486,0.304,1.246,123.1224,17.9747,79.1638,60.3838,0.79,5.136,worker,zeteki,Panama,"[Barro Colorado. CANAL ZONE No. 756 N.A.Weber 1938] [Trachymyrmex zeteki Weber COTYPE] [borrowed from Harvard, M C Z Feb. 1992.]"
MCZ-ENT00025619_PARA,WEBER_MCZ,1.436,1.126,1.155,0.253,0.845,1.943,0.479,0.31,1.239,127.5311,22.4689,80.4318,58.844,0.789,5.097,worker,zeteki,Panama,[Barro Colo. I. Canal Zone No.756 NAWeber 1938] [M.C.Z. CoType 25619] [T. Zeteki Weber Cotypes] [Harbor Islands Insect Database] [MCZ-ENT 00025619]
USNMENT01123711,RMMA100629-15,1.596,1.33,1.36,0.27,1.02,2.166,0.532,0.342,1.52,120,20.3008,85.213,63.9098,0.874,5.89,worker,zeteki,Panama,640512_LECTO
USNMENT01123712,RMMA100629-15,1.8,1.52,1.31,0.396,1.12,2.541,0.74,0.42,2.002,118.4211,26.0526,72.7778,62.2222,1.16,7.223,gyne,zeteki,Panama,640513_PARALECT
USNMENT01123713,RMMA100629-15,1.083,0.836,1.007,0.378,0.369,2.014,0.54,0.306,1.862,129.5455,45.2153,92.9825,34.072,0.846,5.558,male,zeteki,Panama,640522_PARALECT
USNMENT01123714,RMMA100629-15,1.558,1.311,1.273,0.266,0.95,2.128,0.513,0.323,1.349,118.8406,20.2899,81.7073,60.9756,0.836,5.624,worker,zeteki,Panama,640515_PARALECT
USNMENT01123715,RMMA100629-15,1.444,1.235,1.197,0.266,0.931,1.938,0.418,0.342,1.311,116.9231,21.5385,82.8947,64.4737,0.76,5.244,worker,zeteki,Panama,640516_PARALECT
USNMENT01123716,RMMA100629-15,1.482,1.216,1.159,0.266,0.855,1.9,0.456,0.285,1.254,121.875,21.875,78.2051,57.6923,0.741,5.111,worker,zeteki,Panama,640517_PARALECT
USNMENT01123717,RMMA100629-15,1.748,1.482,1.254,0.399,1.121,2.584,0.722,0.418,2.09,117.9487,26.9231,71.7391,64.1304,1.14,7.296,gyne,zeteki,Panama,640518_PARALECT
USNMENT01123718,RMMA100629-15,1.71,1.463,1.216,0.399,1.102,2.508,0.684,0.399,1.938,116.8831,27.2727,71.1111,64.4444,1.083,6.992,gyne,zeteki,Panama,640519_PARALECT
USNMENT01123719,RMMA100629-15,1.71,1.425,1.235,0.399,1.102,2.508,0.665,0.418,1.938,120,28,72.2222,64.4444,1.083,6.954,gyne,zeteki,Panama,640520_PARALECT
USNMENT01123720,RMMA100629-15,1.102,0.874,1.045,0.387,0.369,2.166,0.456,0.342,1.881,126.087,44.2792,94.8276,33.4846,0.798,5.719,male,zeteki,Panama,640521_PARALECT
USNMENT01123721,RMMA100629-15,1.14,0.801,1.1,0.378,0.36,2.079,0.5,0.28,2.242,142.3221,47.191,96.4912,31.5789,0.78,5.902,male,zeteki,Panama,640514_PARALECT
USNMENT01123722,RMMA100629-15,1.083,0.855,1.026,0.399,0.36,2.014,0.532,0.323,1.9,126.6667,46.6667,94.7368,33.241,0.855,5.624,male,zeteki,Panama,640523_PARALECT
USNMENT01123723,CRC170513-04_TYPE,1.178,1.064,1.121,0.209,0.702,1.786,0.418,0.285,1.197,110.7143,19.6429,95.1613,59.5925,0.703,4.75,worker,mikromelanos,Panama,640509_TYPE
USNMENT01123724,CRC170513-04_PARA,1.311,1.159,1.064,0.27,0.817,1.976,0.627,0.361,1.691,113.1148,23.2959,81.1594,62.3188,0.988,5.814,gyne,mikromelanos,Panama,640510_PARA
USNMENT01123725,CRC170513-04_PARA,0.837,0.666,0.81,0.297,0.288,1.729,0.399,0.266,1.52,125.6757,44.5946,96.7742,34.4086,0.665,4.58,male,mikromelanos,Panama,640511_PARA
USNMENT01123726,CRC170513-04_PARA,1.159,1.026,1.064,0.209,0.703,1.729,0.418,0.288,1.064,112.963,20.3704,91.8033,60.6557,0.706,4.525,worker,mikromelanos,Panama,640524_PARA
USNMENT01123727,CRC170513-04_PARA,1.178,1.121,1.102,0.228,0.741,1.767,0.475,0.285,1.159,105.0847,20.339,93.5484,62.9032,0.76,4.807,worker,mikromelanos,Panama,640525_PARA
USNMENT01123728,CRC170513-04_PARA,1.14,1.102,1.121,0.228,0.76,1.843,0.45,0.285,1.197,103.4483,20.6897,98.3333,66.6667,0.735,4.877,worker,mikromelanos,Panama,640526_PARA
USNMENT01123729,CRC170513-04_PARA,1.311,1.254,1.045,0.304,0.836,2.014,0.57,0.342,1.52,104.5455,24.2424,79.7101,63.7681,0.912,5.7,gyne,mikromelanos,Panama,640527_PARA
USNMENT01123730,CRC170513-04_PARA,1.311,1.159,1.064,0.304,0.855,2.052,0.608,0.342,1.577,113.1148,26.2295,81.1594,65.2174,0.95,5.738,gyne,mikromelanos,Panama,640528_PARA
USNMENT01123731,CRC170513-04_PARA,1.33,1.178,1.045,0.285,0.836,2.052,0.589,0.323,1.615,112.9032,24.1935,78.5714,62.8571,0.912,5.757,gyne,mikromelanos,Panama,640529_PARA
USNMENT01123732,CRC170513-04_PARA,0.837,0.693,0.828,0.297,0.279,1.748,0.437,0.247,1.539,120.7792,42.8571,98.9247,33.3333,0.684,4.664,male,mikromelanos,Panama,640530_PARA
640531_PARA,CRC170513-04_PARA,0.893,0.666,0.819,0.297,0.297,1.767,0.399,0.228,1.691,134.0841,44.5946,91.7133,33.2587,0.627,4.751,male,mikromelanos,Panama,none
640532_PARA,CRC170513-04_PARA,0.819,0.684,0.828,0.297,0.297,1.729,0.361,0.209,1.691,119.7368,43.4211,101.0989,36.2637,0.57,4.674,male,mikromelanos,Panama,none
640201,KG110510-01,1.461,1.236,1.18,0.264,0.891,2.051,0.407,0.341,1.349,118.2039,21.3592,80.7666,60.9856,0.748,5.384,worker,zeteki,Panama,none
640202,KG110510-01,1.461,1.208,1.208,0.253,0.875,2.023,0.44,0.319,1.293,120.9437,20.9437,82.6831,59.8905,0.759,5.283,worker,zeteki,Panama,none
640203,KG110510-01,1.433,1.18,1.166,0.242,0.864,1.911,0.44,0.33,1.293,121.4407,20.5085,81.3678,60.2931,0.77,5.154,worker,zeteki,Panama,none
640204,KG110510-01,1.489,1.208,1.208,0.253,0.891,2.023,0.473,0.33,1.349,123.2616,20.9437,81.1283,59.8388,0.803,5.383,worker,zeteki,Panama,none
640205,KG110510-01,1.546,1.293,1.208,0.286,0.919,1.995,0.429,0.319,1.433,119.5669,22.1191,78.1371,59.4437,0.748,5.469,worker,zeteki,Panama,none
640206,KG111505-03,1.574,1.265,1.236,0.286,0.974,2.164,0.55,0.319,1.433,124.4269,22.6087,78.526,61.8806,0.869,5.731,worker,zeteki,Panama,none
640207,KG111505-03,1.602,1.321,1.279,0.286,1.001,2.248,0.605,0.352,1.517,121.2718,21.6503,79.8377,62.4844,0.957,6.043,worker,zeteki,Panama,none
640208,KG111505-03,1.574,1.265,1.236,0.281,0.968,2.164,0.55,0.33,1.377,124.4269,22.2134,78.526,61.4994,0.88,5.686,worker,zeteki,Panama,none
640209,KG111505-03,1.546,1.25,1.236,0.275,0.946,2.108,0.495,0.297,1.293,123.68,22,79.9483,61.1902,0.792,5.443,worker,zeteki,Panama,none
640210,KG111505-03,1.489,1.236,1.208,0.264,0.913,2.051,0.55,0.308,1.307,120.4693,21.3592,81.1283,61.3163,0.858,5.452,worker,zeteki,Panama,none
640211,KG110512-01,1.433,1.18,1.138,0.248,0.847,1.939,0.44,0.297,1.208,121.4407,21.0169,79.4138,59.1068,0.737,5.064,worker,zeteki,Panama,none
640212,KG110512-01,1.377,1.124,1.124,0.242,0.803,1.911,0.462,0.275,1.152,122.5089,21.5302,81.6267,58.3152,0.737,4.924,worker,zeteki,Panama,none
640213,KG110512-01,1.405,1.138,1.124,0.264,0.836,1.967,0.44,0.264,1.166,123.4622,23.1986,80,59.5018,0.704,4.975,worker,zeteki,Panama,none
640214,KG110512-01,1.419,1.18,1.152,0.259,0.836,1.967,0.495,0.259,1.293,120.2542,21.9492,81.1839,58.9147,0.754,5.194,worker,zeteki,Panama,none
640215,RMMA100629-23,1.363,1.089,1.1,0.242,0.781,1.911,0.44,0.275,1.152,125.1607,22.2222,80.7043,57.3001,0.715,4.867,worker,zeteki,Panama,none
640216,RMMA100629-23,1.293,1.012,1.056,0.231,0.869,1.798,0.44,0.264,1.112,127.7668,22.8261,81.6705,67.208,0.704,4.626,worker,zeteki,Panama,none
640217,RMMA100629-23,1.293,1.056,1.045,0.242,0.792,1.883,0.484,0.275,1.095,122.4432,22.9167,80.8198,61.2529,0.759,4.793,worker,zeteki,Panama,none
640218,RMMA100629-23,1.391,1.1,1.11,0.253,0.843,1.911,0.55,0.286,1.124,126.4545,23,79.7987,60.6039,0.836,4.971,worker,zeteki,Panama,none
640224,RMMA1000624-28,1.377,1.084,1.078,0.231,0.781,1.883,0.484,0.264,1.124,127.0295,21.31,78.2861,56.7175,0.748,4.839,worker,zeteki,Panama,none
640225,RMMA1000624-28,1.489,1.236,1.18,0.253,0.869,2.023,0.517,0.363,1.265,120.4693,20.4693,79.2478,58.3613,0.88,5.404,worker,zeteki,Panama,none
640226,KG110515-03,1.293,1.04,1.067,0.231,0.759,1.798,0.495,0.264,1.293,124.3269,22.2115,82.5213,58.7007,0.759,4.89,worker,zeteki,Panama,none
640227,KG110515-03,1.546,1.265,1.222,0.275,0.946,2.108,0.59,0.309,1.349,122.2134,21.7391,79.0427,61.1902,0.899,5.621,worker,zeteki,Panama,none
640228,KG110515-03,1.489,1.236,1.208,0.275,0.935,1.995,0.462,0.286,1.321,120.4693,22.2492,81.1283,62.7938,0.748,5.3,worker,zeteki,Panama,none
640229,KG110515-03,1.461,1.152,1.166,0.264,0.88,2.023,0.385,0.27,1.293,126.8229,22.9167,79.8084,60.2327,0.655,5.123,worker,zeteki,Panama,none
640230,KG110515-03,1.293,1.068,1.04,0.242,0.77,1.742,0.495,0.297,1.045,121.0674,22.6592,80.4331,59.5514,0.792,4.647,worker,zeteki,Panama,none
640231,KG110515-03,1.489,1.265,1.208,0.281,0.924,2.108,0.517,0.33,1.265,117.7075,22.2134,81.1283,62.0551,0.847,5.485,worker,zeteki,Panama,none
USNMENT00752572,HDFL19052010-8,1.52,1.246,1.185,0.274,0.912,2.097,0.486,0.274,1.307,121.9904,21.9904,77.9605,60,0.76,5.41,worker,zeteki,Panama,none
USNMENT00752570,HDFL19052010-8,1.52,1.2,1.216,0.274,0.927,2.127,0.517,0.304,1.307,126.6667,22.8333,80,60.9868,0.821,5.455,worker,zeteki,Panama,none
640375,KG110512-01A,1.394,1.155,1.183,0.253,0.845,1.887,0.422,0.282,1.211,120.6926,21.9048,84.8637,60.6169,0.704,4.957,worker,zeteki,Panama,none
640376,KG110512-01A,1.408,1.14,1.183,0.253,0.845,1.943,0.479,0.282,1.267,123.5088,22.193,84.0199,60.0142,0.761,5.111,worker,zeteki,Panama,none
640377,KG110512-01A,1.38,1.155,1.126,0.253,0.845,1.943,0.422,0.282,1.239,119.4805,21.9048,81.5942,61.2319,0.704,5.041,worker,zeteki,Panama,none
640379,KG110515-05,1.267,1.07,1.098,0.225,0.76,1.746,0.422,0.253,1.126,118.4112,21.028,86.6614,59.9842,0.675,4.617,worker,zeteki,Panama,none
640380,KG110515-05,1.352,1.098,1.126,0.242,0.817,1.887,0.493,0.282,1.155,123.133,22.0401,83.284,60.429,0.775,4.915,worker,zeteki,Panama,none
640381,KG110515-05,1.352,1.126,1.155,0.253,0.803,1.859,0.394,0.253,1.183,120.071,22.4689,85.429,59.3935,0.647,4.815,worker,zeteki,Panama,none
640391,KG110515-01,1.324,1.098,1.098,0.253,0.76,1.859,0.479,0.282,1.183,120.5829,23.0419,82.9305,57.4018,0.761,4.901,worker,zeteki,Panama,none
640392,KG110515-01,1.267,1.042,1.098,0.253,0.76,1.802,0.479,0.268,1.126,121.5931,24.2802,86.6614,59.9842,0.747,4.717,worker,zeteki,Panama,none
640393,KG110515-01,1.408,1.155,1.126,0.253,0.817,1.915,0.479,0.253,1.183,121.9048,21.9048,79.9716,58.0256,0.732,4.985,worker,zeteki,Panama,none
640394,KG110515-01,1.324,1.098,1.126,0.253,0.732,1.774,0.507,0.282,1.155,120.5829,23.0419,85.0453,55.287,0.789,4.816,worker,zeteki,Panama,none
640395,KG110515-01,1.464,1.183,1.183,0.253,0.873,2.056,0.563,0.31,1.267,123.7532,21.3863,80.806,59.6311,0.873,5.379,worker,zeteki,Panama,none
640501,RMMA050816-04,1.368,1.14,1.1163,0.252,0.8052,1.92,0.4608,0.3072,1.1904,120,22.1053,81.6009,58.8596,0.768,5.0184,worker,zeteki,Panama,none
640502,RMMA050816-04,1.536,1.2672,1.1895,0.2562,0.8967,2.052,0.494,0.323,1.344,121.2121,20.2178,77.4414,58.3789,0.817,5.4802,worker,zeteki,Panama,none
640503,RMMA050816-04,1.464,1.2261,1.1895,0.2562,0.8418,1.9584,0.576,0.3072,1.3056,119.403,20.8955,81.25,57.5,0.8832,5.3733,worker,zeteki,Panama,none
640507,RMMA050818-05,1.3176,1.098,1.098,0.234,0.7686,1.8048,0.4992,0.3072,1.152,120,21.3115,83.3333,58.3333,0.8064,4.8612,worker,zeteki,Panama,none
640508,RMMA050818-05,1.2078,1.0431,1.0431,0.207,0.7137,1.6653,0.4941,0.2745,1.0431,115.7895,19.8447,86.3636,59.0909,0.7686,4.5201,worker,zeteki,Panama,none
640238,KG110515-02B,1.152,0.968,1.023,0.198,0.699,1.672,0.393,0.253,1.124,119.0083,20.4545,88.8021,60.6771,0.646,4.41,worker,mikromelanos,Panama,none
640239,KG110515-02B,1.11,1.023,1.001,0.182,0.682,1.574,0.462,0.264,1.056,108.5044,17.7908,90.1802,61.4414,0.726,4.379,worker,mikromelanos,Panama,none
640240,KG110515-02B,1.095,0.974,1.012,0.198,0.671,1.63,0.374,0.253,1.067,112.423,20.3285,92.4201,61.2785,0.627,4.298,worker,mikromelanos,Panama,none
640241,KG110515-08,1.152,0.99,1.045,0.198,0.704,1.7,0.396,0.275,1.18,116.3636,20,90.7118,61.1111,0.671,4.541,worker,mikromelanos,Panama,none
640243,KG110515-08,1.089,0.957,1.034,0.187,0.693,1.517,0.363,0.275,1.067,113.7931,19.5402,94.9495,63.6364,0.638,4.179,worker,mikromelanos,Panama,none
640245,KG110515-08,1.124,0.963,1.056,0.187,0.704,1.658,0.369,0.242,1.067,116.7186,19.4185,93.9502,62.6335,0.611,4.299,worker,mikromelanos,Panama,none
640246,KG110515-09,1.012,0.825,0.924,0.165,0.627,1.461,0.352,0.242,1.023,122.6667,20,91.3043,61.9565,0.594,3.903,worker,mikromelanos,Panama,none
640250,KG110515-09,1.1,0.946,1.001,0.187,0.699,1.574,0.369,0.264,1.067,116.2791,19.7674,91,63.5455,0.633,4.22,worker,mikromelanos,Panama,none
640248,KG110515-09,1.124,0.99,1.034,0.198,0.71,1.658,0.33,0.253,1.124,113.5354,20,91.9929,63.1673,0.583,4.355,worker,mikromelanos,Panama,none
640249,KG110515-09,1.124,0.974,1.029,0.198,0.704,1.658,0.374,0.242,1.152,115.4004,20.3285,91.548,62.6335,0.616,4.4,worker,mikromelanos,Panama,none
640251,KG110515-09,1.12,0.99,0.99,0.198,0.682,1.574,0.352,0.242,1.18,113.1313,20,88.3929,60.8929,0.594,4.338,worker,mikromelanos,Panama,none
